motif_DB	motif_ID	motif_ALT_ID	seq_ID	FASTA_score	PWM_score	class
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr13:104969483-104969983	688	1.35557	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr2:152650539-152651039_shuf_2	1904	1.35493	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr19:45434963-45435463_shuf_2	2703	1.35333	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr4:151559148-151559648	214	1.35293	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr2:131039490-131039990_shuf_1	997	1.35184	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr1:133343881-133344381_shuf_2	1834	1.35083	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr18:85054317-85054817_shuf_2	2675	1.35081	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr8:4656600-4657100_shuf_2	2212	1.34894	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr3:39901709-39902209	116	1.34889	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr5:137730858-137731358	274	1.34832	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr1:173470674-173471174	46	1.34815	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr14:55043396-55043896_shuf_1	1615	1.34811	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr1:134941433-134941933	28	1.34808	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr19:44460303-44460803_shuf_2	2701	1.34759	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr17:84209563-84210063	837	1.34717	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr10:112467640-112468140_shuf_1	1429	1.34684	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr7:36132951-36133451_shuf_1	1260	1.34669	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr7:128009271-128009771_shuf_1	1289	1.34535	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr2:5220409-5220909	54	1.3436	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr11:69759801-69760301_shuf_1	1472	1.34329	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr12:71933517-71934017_shuf_1	1533	1.34323	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr18:57137386-57137886_shuf_2	2659	1.34204	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr5:130455803-130456303_shuf_2	2080	1.33863	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr16:45881279-45881779_shuf_2	2596	1.33862	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr11:115626398-115626898	607	1.33861	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr17:43466516-43467016_shuf_2	2633	1.33843	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chrX:68727375-68727875	489	1.33819	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr12:80009667-80010167_shuf_2	2441	1.33789	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr16:32509878-32510378_shuf_1	1686	1.33779	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr8:73367284-73367784	414	1.33752	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr4:132847119-132847619_shuf_1	1103	1.33711	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr5:53046153-53046653_shuf_2	2043	1.33697	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr13:65348108-65348608_shuf_2	2482	1.33576	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr13:16612365-16612865	655	1.33533	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr11:32155989-32156489	545	1.33433	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr9:65063483-65063983_shuf_2	2266	1.33277	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr14:71023664-71024164_shuf_1	1628	1.33275	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr1:183078713-183079213_shuf_1	953	1.33161	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr19:24348711-24349211	887	1.32881	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr6:72229419-72229919_shuf_1	1213	1.3288	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr11:101176806-101177306_shuf_2	2401	1.32848	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr11:58166512-58167012_shuf_1	1463	1.32777	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr18:23982468-23982968_shuf_1	1747	1.32712	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr2:121963842-121964342	89	1.32576	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr19:55293249-55293749_shuf_1	1803	1.32423	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr1:135696217-135696717_shuf_2	1839	1.32384	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr7:110976193-110976693	379	1.32268	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr11:115373881-115374381	605	1.32263	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr7:149565908-149566408	400	1.32253	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr13:114649129-114649629_shuf_1	1603	1.32174	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr2:25869094-25869594_shuf_1	963	1.32006	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr18:61379739-61380239	854	1.31915	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr17:91618496-91618996_shuf_2	2648	1.31893	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr2:180447044-180447544	111	1.31881	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr9:108243078-108243578_shuf_2	2283	1.31728	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr5:115468248-115468748_shuf_1	1163	1.31568	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr10:57527583-57528083	509	1.31546	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr11:31712260-31712760_shuf_1	1446	1.31352	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr7:149571620-149572120_shuf_1	1305	1.31329	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr16:85214745-85215245	793	1.31281	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr2:157978335-157978835_shuf_2	1910	1.31188	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr13:104525733-104526233_shuf_1	1590	1.31173	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr11:99087546-99088046_shuf_2	2399	1.31027	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr8:97257703-97258203_shuf_2	2232	1.31022	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr8:83024091-83024591_shuf_2	2224	1.31008	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr10:41632089-41632589	505	1.30857	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr7:111007528-111008028_shuf_2	2188	1.30822	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr12:70860459-70860959	627	1.30546	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr11:86476946-86477446_shuf_2	2384	1.30522	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr17:29067181-29067681_shuf_2	2622	1.30429	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr5:64826640-64827140_shuf_2	2044	1.30422	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr12:71933517-71934017	629	1.30412	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr10:59711554-59712054_shuf_2	2321	1.30321	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr11:105013712-105014212_shuf_1	1503	1.29977	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr17:29067181-29067681_shuf_1	1718	1.29959	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr6:149136525-149137025_shuf_2	2145	1.29954	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr16:91352912-91353412	796	1.29924	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr2:153321068-153321568_shuf_2	1905	1.2982	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr4:135407871-135408371	204	1.29738	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr3:90167672-90168172_shuf_2	1936	1.29693	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr13:112446980-112447480	692	1.29603	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr7:138568413-138568913	391	1.29558	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr6:57695285-57695785_shuf_1	1210	1.29517	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr2:157978335-157978835	102	1.29513	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr16:8764514-8765014	774	1.29512	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr2:72858949-72859449	70	1.29474	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr9:70774506-70775006_shuf_2	2272	1.29458	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr3:154291292-154291792_shuf_2	1961	1.29359	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr15:38997652-38998152	736	1.29358	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr16:32449729-32450229_shuf_2	2588	1.29196	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr1:173447612-173448112_shuf_2	1853	1.29105	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr18:58822700-58823200_shuf_1	1756	1.29094	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr9:31059930-31060430_shuf_2	2253	1.29028	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr4:46419777-46420277_shuf_1	1072	1.28968	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr17:85277577-85278077_shuf_2	2646	1.28967	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr11:69186639-69187139_shuf_2	2374	1.28902	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr12:82044356-82044856_shuf_1	1539	1.28867	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr17:29067181-29067681	814	1.28799	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr11:58030199-58030699_shuf_2	2366	1.28797	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr15:76083898-76084398	748	1.28767	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr9:122282101-122282601_shuf_2	2294	1.28754	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr2:72858949-72859449_shuf_2	1878	1.28648	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr17:84179513-84180013_shuf_1	1739	1.28579	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr2:25742739-25743239	58	1.28499	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr3:19087305-19087805_shuf_1	1016	1.28426	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr15:58719279-58719779_shuf_1	1645	1.28386	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr19:11699765-11700265_shuf_1	1788	1.283	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr5:117587452-117587952	262	1.28299	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr11:57315369-57315869	555	1.28189	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr6:86610037-86610537_shuf_1	1220	1.28136	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr8:24254794-24255294	409	1.28135	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr16:12052139-12052639_shuf_1	1681	1.28046	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr16:55924093-55924593_shuf_1	1695	1.27971	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr3:144332973-144333473_shuf_1	1049	1.27924	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr7:134716500-134717000_shuf_1	1293	1.27852	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr6:134934721-134935221_shuf_2	2135	1.27764	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr4:122963963-122964463_shuf_1	1092	1.2775	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr12:32828020-32828520	617	1.27709	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr5:30289967-30290467_shuf_2	2034	1.27697	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr11:95195042-95195542_shuf_2	2392	1.27571	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr4:44016938-44017438_shuf_2	1973	1.27528	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr13:107890787-107891287	689	1.27448	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr2:5220409-5220909_shuf_1	958	1.2723	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr14:69922786-69923286_shuf_1	1624	1.27079	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr5:64979146-64979646_shuf_1	1141	1.26858	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr7:25637852-25638352	347	1.26821	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr11:57315369-57315869_shuf_2	2363	1.26746	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr6:56860898-56861398	304	1.26718	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr6:86610037-86610537_shuf_2	2124	1.26713	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr17:12393964-12394464	803	1.26531	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr12:110018190-110018690_shuf_1	1545	1.26412	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr4:3153983-3154483_shuf_2	1962	1.2632	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr10:40726422-40726922	502	1.26277	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr10:44253151-44253651	507	1.26199	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr18:34136392-34136892_shuf_2	2655	1.26196	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr4:143002326-143002826_shuf_2	2017	1.26143	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr16:91804487-91804987	797	1.26113	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr10:107550272-107550772	522	1.261	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr7:139915431-139915931	392	1.25947	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr1:36976471-36976971	8	1.25944	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr17:56074303-56074803	832	1.25925	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr2:112350165-112350665	85	1.25894	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr19:24609085-24609585	889	1.25841	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr3:68858678-68859178	121	1.25822	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr19:5726887-5727387_shuf_1	1775	1.25718	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr3:96232774-96233274_shuf_2	1940	1.2571	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr10:24548847-24549347_shuf_1	1401	1.25705	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr3:60623494-60623994_shuf_1	1024	1.25693	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr5:75759796-75760296	244	1.25609	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr10:25440009-25440509_shuf_2	2307	1.25601	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr11:107258862-107259362_shuf_1	1504	1.25583	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr3:84607840-84608340_shuf_1	1028	1.25583	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr16:14166504-14167004	778	1.25555	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr10:30482936-30483436	500	1.25174	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr15:76883555-76884055	750	1.25118	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr11:115373881-115374381_shuf_2	2413	1.25017	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr10:24548847-24549347_shuf_2	2305	1.24656	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr18:65586913-65587413	858	1.24654	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr2:31917150-31917650	62	1.24601	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr4:118863134-118863634_shuf_2	1994	1.24575	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr5:72650363-72650863_shuf_1	1146	1.24533	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr4:135745624-135746124	207	1.24456	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr16:55924093-55924593_shuf_2	2599	1.24423	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr6:38866491-38866991	300	1.24411	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr6:34857294-34857794_shuf_2	2104	1.24259	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr2:37405045-37405545	67	1.24136	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr13:73612723-73613223_shuf_2	2484	1.24134	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr12:80009667-80010167	633	1.24096	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr7:148244569-148245069_shuf_1	1299	1.24072	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr14:55043396-55043896	711	1.23937	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr1:70948719-70949219	15	1.23922	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr7:134369100-134369600_shuf_2	2196	1.23911	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr5:72650363-72650863	242	1.23866	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr19:5841545-5842045_shuf_1	1776	1.23786	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr2:24832339-24832839_shuf_2	1864	1.23779	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr5:38900628-38901128_shuf_1	1137	1.23759	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr11:69759801-69760301	568	1.23752	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr5:65202591-65203091_shuf_2	2046	1.23609	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr11:80597916-80598416	573	1.23591	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr13:54345920-54346420_shuf_1	1571	1.23468	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr2:52304246-52304746	69	1.23422	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr11:104842981-104843481_shuf_1	1501	1.23285	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr9:104996244-104996744_shuf_2	2277	1.23179	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr12:32828020-32828520_shuf_1	1521	1.23172	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr13:109080650-109081150_shuf_2	2498	1.23068	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr9:107982357-107982857_shuf_2	2281	1.2304	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr7:86884669-86885169	365	1.22899	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr2:164599349-164599849_shuf_1	1007	1.2274	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr11:57767824-57768324	557	1.22731	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr15:80573348-80573848_shuf_1	1658	1.22574	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr15:95715578-95716078_shuf_1	1667	1.22477	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr11:107308642-107309142	601	1.22297	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr16:44265652-44266152_shuf_1	1691	1.22283	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr7:91033420-91033920	367	1.22248	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr11:57590458-57590958	556	1.22061	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr9:40980319-40980819_shuf_1	1351	1.22052	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr15:83139083-83139583	758	1.21912	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr13:100518006-100518506_shuf_2	2493	1.21892	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr13:65348108-65348608_shuf_1	1578	1.21763	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr9:122282101-122282601_shuf_1	1390	1.21732	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr10:126642275-126642775	529	1.21675	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr7:149571620-149572120	401	1.21578	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr1:157123771-157124271_shuf_2	1846	1.21538	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr5:75759796-75760296_shuf_1	1148	1.21516	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr9:31059930-31060430_shuf_1	1349	1.21486	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr9:117981176-117981676	481	1.2118	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr4:41334757-41335257	162	1.21162	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr9:66197480-66197980_shuf_2	2267	1.21153	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr3:151860091-151860591_shuf_2	1959	1.21006	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr9:114375900-114376400_shuf_2	2287	1.20963	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr11:53839886-53840386	552	1.20951	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr14:63729027-63729527_shuf_2	2525	1.20893	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr9:7790419-7790919_shuf_2	2247	1.20845	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr19:17397729-17398229	885	1.20756	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr4:31985596-31986096_shuf_1	1061	1.2073	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr5:104188913-104189413	251	1.20715	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr1:59010621-59011121	13	1.20714	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr10:60585889-60586389_shuf_1	1418	1.20684	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr8:113905788-113906288	434	1.20584	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr1:155596604-155597104_shuf_2	1844	1.20576	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr13:114606034-114606534_shuf_1	1602	1.20569	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr9:115416745-115417245_shuf_1	1384	1.20532	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr5:140488127-140488627	279	1.20525	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr13:109080650-109081150_shuf_1	1594	1.20515	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr13:57763834-57764334	670	1.20413	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr14:21299128-21299628_shuf_2	2509	1.20382	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr18:78394724-78395224	863	1.20213	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr7:151917812-151918312	402	1.2001	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr5:144737550-144738050_shuf_1	1192	1.19955	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr13:100518006-100518506_shuf_1	1589	1.19915	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr1:173447612-173448112_shuf_1	949	1.19672	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr4:44016938-44017438_shuf_1	1069	1.1965	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr10:59256087-59256587	510	1.19525	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr19:5845897-5846397	873	1.19511	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr1:36976471-36976971_shuf_2	1816	1.19427	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr9:108243078-108243578_shuf_1	1379	1.19418	fp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr2:25869094-25869594	59	1.19409	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr6:31150320-31150820	293	1.19348	tp
JASPAR2018_CORE_non-redundant.meme	MA0233.1	mirr	chr5:89197187-89197687	248	1.19318	tp
